collection_no,occurrence_no,accepted_name,early_interval,late_interval,max_ma,min_ma,plng,plat,MAT,seasonal_temp,MAP,seasonal_precip
94636,851154,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.0933476458134,49.174528992141,18.09390665690106,13.601776123046902,1.996617841844757e-5,2.544227936596148e-5
94637,851155,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.3167392797381,48.7491007475078,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94638,851156,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.3167392797381,48.7491007475078,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94639,851158,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.3167392797381,48.7491007475078,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94640,851188,Pteranodon longiceps,Middle Campanian,NA,83.6,72.1,-69.0753564147641,48.9017460994812,18.09390665690106,13.601776123046902,1.996617841844757e-5,2.544227936596148e-5
94641,851189,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.0753564147641,48.9017460994812,18.09390665690106,13.601776123046902,1.996617841844757e-5,2.544227936596148e-5
94643,851200,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.0753564147641,48.9017460994812,18.09390665690106,13.601776123046902,1.996617841844757e-5,2.544227936596148e-5
94644,851224,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.2589946892667,48.5149331172625,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94645,851225,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.2589946892667,48.5149331172625,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94646,851237,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.3167392797381,48.7491007475078,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94647,851240,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.3167392797381,48.7491007475078,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94648,851241,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-69.2589946892667,48.5149331172625,20.37184549967451,14.916717529296902,2.688082849999774e-5,5.4731276577513186e-5
94650,851242,Pteranodon longiceps,Early Campanian,NA,83.6,72.1,-70.0551251683162,49.0916823829897,14.090018208821629,29.341705322265604,3.389491166672087e-5,4.63812630187021e-5
94652,851266,Pteranodon,Santonian,NA,86.3,83.6,-67.3905618734027,41.8811612424365,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
52856,851292,Pteraichnus,Campanian,NA,83.6,72.1,-80.3266186214945,47.2347240658785,12.972037251790372,23.4676818847656,2.6844194508157667e-5,3.3551441447343704e-5
52639,851311,Pteraichnus,Early Cenomanian,Middle Cenomanian,100.5,93.9,-74.8530566458802,58.9008724706978,14.135331726074245,34.47906494140628,2.0187657734519842e-5,2.0814655727008398e-5
94660,851316,Elanodactylus prolatus,Late Barremian,Early Aptian,125.77,119.5,122.831203624703,44.0362076841047,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
94669,851342,Pteraichnus,Late Callovian,Oxfordian,165.3,154.8,-60.0078273402081,34.0529610019454,15.46383565266929,21.99099731445315,1.091974881243611e-5,1.540173025205146e-5
94671,851346,Pteraichnus,Late Callovian,Oxfordian,165.3,154.8,-60.0078273402081,34.0529610019454,15.46383565266929,21.99099731445315,1.091974881243611e-5,1.540173025205146e-5
94672,851347,Pteraichnus,Oxfordian,Kimmeridgian,161.5,149.2,-61.8388674429124,35.1302540342602,17.41525675455731,30.1006774902344,5.080251204011197e-6,6.26390988145431e-6
60478,851348,Pteraichnus,Late Callovian,Oxfordian,165.3,154.8,-59.9536245725262,32.431374797983,20.992822265625005,27.136169433593697,4.184988559548704e-6,6.855004812678089e-6
94673,851349,Haenamichnus uhangriensis,Santonian,Early Campanian,86.3,72.1,115.39573658061,38.582918377236,24.705522155761727,13.5155029296875,3.3219150433675785e-5,3.40416590915993e-5
94675,851356,Haenamichnus,Santonian,Early Campanian,86.3,72.1,115.39573658061,38.582918377236,24.705522155761727,13.5155029296875,3.3219150433675785e-5,3.40416590915993e-5
94676,851357,Haenamichnus,Santonian,Early Campanian,86.3,72.1,115.39573658061,38.582918377236,24.705522155761727,13.5155029296875,3.3219150433675785e-5,3.40416590915993e-5
94677,851358,Haenamichnus,Santonian,Early Campanian,86.3,72.1,115.39573658061,38.582918377236,24.705522155761727,13.5155029296875,3.3219150433675785e-5,3.40416590915993e-5
94678,851359,Pteraichnus saltwashensis,Kimmeridgian,Tithonian,154.8,145,-62.2102833399235,33.6439697904531,22.60825246175132,27.346374511718782,5.9524186895032505e-6,1.296106097470333e-5
92104,851360,Pteraichnus stokesi,Oxfordian,NA,161.5,154.8,-50.8392373186995,36.7945761052269,22.5828796386719,11.2198486328125,7.25032337337931e-6,1.3492553534888421e-5
60478,851361,Pteraichnus saltwashensis,Late Callovian,Oxfordian,165.3,154.8,-59.9536245725262,32.431374797983,20.992822265625005,27.136169433593697,4.184988559548704e-6,6.855004812678089e-6
60478,851362,Pteraichnus stokesi,Late Callovian,Oxfordian,165.3,154.8,-59.9536245725262,32.431374797983,20.992822265625005,27.136169433593697,4.184988559548704e-6,6.855004812678089e-6
94681,851371,Pteranodontidae,Cenomanian,Turonian,100.5,89.8,135.360550871238,51.789021326777,12.969934082031259,19.338470458984382,4.169912184200559e-5,2.2140935470815802e-5
92290,851440,Pterodactyloidea,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851441,Pterodactyloidea,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851442,Santanadactylus brasilensis,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851448,Brasileodactylus araripensis,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851449,Anhanguera araripensis,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851450,Anhanguera araripensis,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851451,Pterodactyloidea,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851452,Santanadactylus spixi,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851453,Anhanguera santanae,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851454,Pterodactyloidea,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851455,Anhanguera blittersdorffi,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851456,Tropeognathus mesembrinus,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851457,Anhanguera robustus,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851458,Pterodactyloidea,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
94694,851467,Anhanguera santanae,Late Aptian,NA,119.5,113,-8.10341451388145,-9.6986351756008,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
94694,851468,Pterodactyloidea,Late Aptian,NA,119.5,113,-8.10341451388145,-9.6986351756008,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851469,Tapejara wellnhoferi,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
67712,851471,Tupuxuara leonardii,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
67712,851472,Anhanguera piscator,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
67712,851473,Anhanguera robustus,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
67712,851475,Tupuxuara longicristatus,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
67712,851476,Tupuxuara deliradamus,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
67712,851477,Tupuxuara,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851478,Cearadactylus atrox,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851479,Tupuxuara longicristatus,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851480,Tropeognathus mesembrinus,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851481,Pterodactyloidea,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851482,Maaradactylus spielbergi,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851483,Brasileodactylus,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851484,Banguela oberlii,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851485,Anhanguera,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,851486,Maaradactylus spielbergi,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
89979,851512,Pteraichnus,Kimmeridgian,Tithonian,154.8,145,-51.8781901558055,32.6910212664298,27.51231282552084,31.2333984375,2.1343509028307985e-6,3.557132231435394e-6
28005,851574,Pteraichnus,Kimmeridgian,Tithonian,154.8,145,-51.861182147395,32.80300394429,27.51231282552084,31.2333984375,2.1343509028307985e-6,3.557132231435394e-6
36264,851666,Cryodrakon boreas,Late Campanian,NA,83.6,72.1,-73.6307285643084,57.786522157126,12.141002909342477,29.89794921875,2.0453226018920175e-5,2.00701852008933e-5
94765,851690,Cryodrakon boreas,Late Campanian,NA,83.6,72.1,-73.6217676291023,57.7024300527812,12.141002909342477,29.89794921875,2.0453226018920175e-5,2.00701852008933e-5
94766,851692,Pterosauria,Albian,NA,113,100.5,5.91973246410487,39.7496358646369,23.371334330240884,16.2234802246094,3.923516578652196e-5,6.1100681705284e-5
94766,851693,Ornithocheiridae,Albian,NA,113,100.5,5.91973246410487,39.7496358646369,23.371334330240884,16.2234802246094,3.923516578652196e-5,6.1100681705284e-5
94768,851695,Ornithocheiroidea,Cenomanian,NA,100.5,93.9,-69.0807046000237,48.0498254431828,23.50801239013675,33.79736328125,1.2940938328635347e-5,1.292795423069039e-5
94771,851698,Pteraichnus,Oxfordian,Kimmeridgian,161.5,149.2,-60.5586251144397,32.7826733884821,22.04479115804038,30.89395141601558,2.133963140712088e-6,2.761299640496872e-6
94776,852172,Pterosauria,Early Campanian,NA,83.6,72.1,3.20254902697354,-9.6230388396234,35.1016810099284,6.0999145507812,2.186718886558007e-5,8.380546250918992e-5
94819,853840,Zhenyuanopterus longirostris,Late Barremian,Early Aptian,125.77,119.5,122.062766047451,43.9564182970432,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
92421,865792,Fenghuangopterus lii,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
96060,866295,Dorygnathus,Early Toarcian,NA,184.2,182.9,13.0512480759627,37.953435525035,24.38691101074219,33.267517089843736,1.3674483928601467e-5,4.906461981590802e-6
96222,867574,Alanqa saharica,Early Cenomanian,NA,100.5,93.9,-5.20373832556865,18.1360548772723,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
96223,867575,Alanqa saharica,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
96223,867576,Azhdarchidae,Early Cenomanian,NA,100.5,93.9,-4.36059148526554,18.2303007975502,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
96222,867577,Coloborhynchus moroccensis,Early Cenomanian,NA,100.5,93.9,-5.20373832556865,18.1360548772723,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
96222,867578,Pteranodontidae,Early Cenomanian,NA,100.5,93.9,-5.20373832556865,18.1360548772723,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
96461,869788,Azhdarchidae,Late Campanian,Early Maastrichtian,83.6,66,0.0576112063540537,29.477865618676,24.882244364420586,12.7482299804688,3.286623132225941e-5,4.91424907522741e-5
96621,871946,Ornithodesmus,Late Valanginian,NA,139.8,132.6,10.2704092442299,41.5643682599588,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
96621,871949,Ornithocheiroidea,Late Valanginian,NA,139.8,132.6,10.2704092442299,41.5643682599588,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
45193,871967,Pterosauria,Early Barremian,NA,125.77,121.4,10.5135225756294,41.1535511331476,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
55314,872795,Ornithocheiridae,Cenomanian,Early Turonian,100.5,89.8,90.373315808767,-55.3310712567036,16.898222859700535,11.730773925781302,3.889994362301272e-5,4.42407181253657e-5
96757,872806,Anhangueridae,Middle Albian,Late Albian,109.9,100.5,127.435492770354,-55.1916938882838,10.094359334309917,48.0316162109375,2.5662873819480108e-5,1.2288648576941399e-5
96757,872807,Anhangueridae,Middle Albian,Late Albian,109.9,100.5,127.435492770354,-55.1916938882838,10.094359334309917,48.0316162109375,2.5662873819480108e-5,1.2288648576941399e-5
59639,876982,Bergamodactylus wildi,Alaunian,NA,216.7,213.2,13.1540771834396,24.5642510063283,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
41817,877913,Rhamphorhynchus muensteri,Late Kimmeridgian,NA,152.2,149.2,17.1294056886649,40.0306633717402,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
41817,877917,Pterosauria,Late Kimmeridgian,NA,152.2,149.2,17.1294056886649,40.0306633717402,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877926,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877927,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877928,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877929,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877930,Rhamphorhynchus muensteri,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877931,Rhamphorhynchus,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877932,Scaphognathus crassirostris,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877933,Anurognathus ammoni,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877934,Pterodactylus antiquus,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877935,Pterodactylus kochi,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877936,Pterodactylus micronyx,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877937,Ctenochasma elegans,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877938,Cycnorhamphus suevicus,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877939,Ardeadactylus longicollum,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877940,Germanodactylus cristatus,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877941,Ctenochasma elegans,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877942,Gnathosaurus subulatus,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
84365,877943,Pterodactyloidea,Early Tithonian,NA,149.2,146.3,19.0299441618101,40.9306704473227,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
97524,879373,Pteraichnus,Kimmeridgian,NA,154.8,149.2,0.0392639288384624,33.5277443838543,23.589473978678402,12.8466796875,1.3694238456688865e-5,1.81473415068467e-5
97525,879376,Pteraichnus,Late Kimmeridgian,NA,152.2,149.2,0.327024217400886,34.2901447360466,23.162578837076826,13.25146484375,2.29407802028921e-5,4.496109340834663e-5
79941,887576,Chaoyangopterus zhangi,Aptian,NA,121.4,113,118.839832774903,45.2677667378842,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
98353,889512,Pterosauria,Aptian,Albian,121.4,100.5,124.010301892052,43.9506489501698,12.787728881835955,41.16558837890625,4.0569225802755675e-5,5.71219934499823e-5
98396,890167,Ornithocheiridae,Late Cenomanian,NA,100.5,93.9,-2.58077596609031,32.6137662620706,28.622717793782567,9.303405761718697,1.4314383179225829e-5,2.415066501271208e-5
13335,897763,Dsungaripteridae,Berriasian,NA,145,139.8,NA,NA,-12.0081733703613,35.7286682128906,0,0
38534,897779,Pterosauria,Early Albian,NA,113,109.9,123.43150909731,-73.0201743770969,-2.3961369832356567,44.4989929199219,2.088727296722936e-5,3.508054214762527e-5
100363,899986,Alamodactylus byrdi,Early Coniacian,NA,89.8,86.3,-64.4806241707826,33.7200782980754,31.969277954101575,25.5926208496094,1.9816897633972982e-5,3.5931740512751235e-5
100364,899991,Azhdarchidae,Early Aptian,NA,121.4,119.5,122.519700160285,40.7797405178739,24.144087727864594,14.0430908203125,3.987162259970016e-5,1.7993326764553704e-5
100365,899992,Ornithocheiridae,Late Albian,NA,106.2,100.5,134.574751516551,-53.5586674131863,8.480894978841157,38.61923217773433,4.766246608293538e-5,3.8013378798496005e-5
100367,899999,Anhanguera,Late Albian,NA,106.2,100.5,128.733692068833,-55.0862048248641,10.094359334309917,48.0316162109375,2.5662873819480108e-5,1.2288648576941399e-5
100369,900009,Ctenochasmatoidea,Late Albian,NA,106.2,100.5,132.365987906063,-54.2986821276582,8.772063191731796,47.521514892578104,2.822245839221674e-5,1.60728304763324e-5
100371,900014,Anhanguera,Late Albian,NA,106.2,100.5,132.686389807995,-53.528328160579,9.301403299967472,41.338745117187486,4.466269213783865e-5,2.0942698029102798e-5
100669,901267,Rhamphocephalus bucklandi,Oxfordian,NA,161.5,154.8,8.71221477154999,42.349146158737,18.084962463378922,28.4902648925781,3.222587717270167e-5,1.70861039805458e-5
92421,901682,Darwinopterus linglongtaensis,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
92421,901683,Kunpengopterus sinensis,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
101072,902179,Pteraichnus dongyangensis,Cenomanian,NA,100.5,93.9,115.241811409124,35.4770806793419,25.32821044921877,29.695770263671854,4.562272594436459e-5,6.851938269392119e-5
101086,902237,Ornithocheiridae,Late Barremian,Early Aptian,125.77,119.5,9.8608626123526,40.6837591310335,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
13267,902238,Euornithocheira,Late Barremian,Early Aptian,125.77,119.5,9.65326767278938,40.6434812560966,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101088,902240,Caulkicephalus trimicrodon,Barremian,NA,125.77,121.4,9.8608626123526,40.6837591310335,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101090,902241,Gnathosaurinae,Barremian,NA,125.77,121.4,9.60148117063075,40.6624395761492,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101091,902244,Istiodactylus latidens,Barremian,NA,125.77,121.4,9.8648099322133,40.6829279548263,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101092,902247,Istiodactylus latidens,Barremian,NA,125.77,121.4,9.65394362158276,40.6421308850984,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101093,902248,Istiodactylus,Barremian,NA,125.77,121.4,9.58268618209997,40.6730090732377,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101091,902249,Istiodactylidae,Barremian,NA,125.77,121.4,9.8648099322133,40.6829279548263,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101092,902250,Istiodactylidae,Barremian,NA,125.77,121.4,9.65394362158276,40.6421308850984,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101090,902252,Pterosauria,Barremian,NA,125.77,121.4,9.60148117063075,40.6624395761492,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101091,902253,Pterosauria,Barremian,NA,125.77,121.4,9.8648099322133,40.6829279548263,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
101097,902256,Prejanopterus curvirostris,Early Aptian,NA,121.4,119.5,9.11976736245627,31.7971579093434,24.132071431477883,20.926910400390597,2.0785637843800935e-5,2.25334051719984e-5
48720,902257,Pterosauria,Early Campanian,NA,83.6,72.1,15.9189465043979,33.053983417311,26.01312662760417,7.9049987792969,4.259880051904475e-5,2.98803806799697e-5
101100,902258,Geosternbergia maiseyi,Campanian,NA,83.6,72.1,-69.6593714290274,48.914573558943,14.090018208821629,29.341705322265604,3.389491166672087e-5,4.63812630187021e-5
101104,902259,Dawndraco kanzai,Late Coniacian,Early Santonian,89.8,83.6,-66.8881979232563,41.6905219828313,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
67712,903300,Unwindia trigonus,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
102227,907954,Tupandactylus imperator,Late Aptian,NA,119.5,113,-8.39381574836198,-8.86234245937285,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92421,911296,Darwinopterus,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
83370,913310,Preondactylus buffarinii,Alaunian,NA,216.7,213.2,15.5335250477441,24.2022207398556,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
92421,920390,Archaeoistiodactylus linglongtaensis,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
105537,922182,Pteraichnus,Oxfordian,Kimmeridgian,161.5,149.2,-59.7890706595252,34.8605754484723,17.41525675455731,30.1006774902344,5.080251204011197e-6,6.26390988145431e-6
105535,923807,Lagerpeton chanarensis,Ladinian,NA,242,237,-37.7747184565702,-49.8380518232844,24.21721038818361,46.970245361328125,5.586053489992084e-6,9.259847331577475e-6
105872,925051,Pterosauria,Bathonian,NA,168.2,165.3,4.48410221956328,46.16754606223,18.6894724527995,33.44619750976565,2.56913407004807e-5,1.3961167496745498e-5
106492,930651,Azhdarchidae,Turonian,Early Campanian,93.9,72.1,27.2871200811147,-14.0187223053556,36.35820159912109,9.828674316406296,4.286400010992498e-5,1.2241445310223796e-4
45407,930657,Pterosauria,Santonian,NA,86.3,83.6,-49.4947030589224,-44.4082267132787,20.289565022786476,18.620758056640604,1.9109151101777865e-5,3.017101425939471e-5
55446,930806,Faxinalipterus minima,Norian,NA,227,208.5,-16.105570353471,-37.5349041007194,26.391369120279947,40.9754638671875,3.230370576072043e-6,6.690802308639833e-6
92421,931663,Changchengopterus pani,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
55254,935073,Azhdarchidae,Cenomanian,Santonian,100.5,83.6,98.136676623426,44.9373448377548,20.63451029459638,45.3529968261719,1.5015698409115438e-5,1.558038457005747e-5
55758,935074,Azhdarchidae,Cenomanian,Santonian,100.5,83.6,99.8971915959327,46.1464084044995,22.317755635579445,45.767364501953125,1.5430168787133873e-5,1.1200882909179198e-5
92290,945766,Barbosania gracilirostris,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
