collection_no,occurrence_no,accepted_name,early_interval,late_interval,max_ma,min_ma,plng,plat,MAT,seasonal_temp,MAP,seasonal_precip
112631,961506,Pterosauria,Early Albian,NA,113,109.9,18.1240760038966,23.5812705083668,28.71690266927085,5.2286682128906,3.374841579291872e-5,8.348799292434708e-5
92399,964838,Lonchodectes,Middle Cenomanian,NA,100.5,93.9,38.6453300024873,43.4881635333676,22.009212748209652,16.8702392578125,3.124453121472471e-5,6.133135457275789e-5
116294,975698,Pterosauria,Late Aptian,Early Albian,119.5,109.9,126.016298435895,43.7802361965302,12.290460205078134,39.7136840820312,5.426624890484769e-5,6.35585747659207e-5
92421,984388,Darwinopterus robustodens,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
52888,984396,Gegepterus changi,Late Barremian,Early Aptian,125.77,119.5,122.041001450753,43.9216893261999,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
92421,984655,Jianchangopterus zhaoianus,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
79521,984668,Gladocephaloideus jingangshanensis,Late Barremian,Early Aptian,125.77,119.5,122.39482820039,43.8313117136425,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
118207,985498,Pterosauria,Aptian,NA,121.4,113,118.720241270366,44.4602698139216,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
118409,987105,Ornithocheirus,Middle Cenomanian,Late Cenomanian,100.5,93.9,1.59058454834007,40.8564844378889,24.778098042805993,16.7845153808594,2.0238210178528487e-5,3.401087224119692e-5
120291,995306,Cuspicephalus scarfi,Early Kimmeridgian,NA,154.8,152.2,7.58618390619362,41.5834081286793,21.14996999104819,32.67724609375,2.8087251166653018e-5,2.7304600735078498e-5
53893,1010536,Samrukia nessovi,Santonian,Early Campanian,86.3,72.1,58.0300180783218,39.3055370529875,20.675630187988286,10.6427001953125,2.3225366097297716e-5,4.4816560603067005e-5
13335,1011437,Azhdarchidae,Berriasian,NA,145,139.8,NA,NA,-12.0081733703613,35.7286682128906,0,0
107676,1011643,Pterosauria,Early Campanian,Middle Campanian,83.6,72.1,-68.8767111367553,49.0372169718531,18.09390665690106,13.601776123046902,1.996617841844757e-5,2.544227936596148e-5
91265,1011654,Qinglongopterus guoi,Late Bathonian,Early Kimmeridgian,168.2,152.2,122.527851523489,41.7374712651575,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
52887,1024250,Azhdarchoidea,Late Albian,Early Cenomanian,106.2,93.9,-3.76154449967749,17.3055334229798,29.088703409830742,9.460418701171896,3.358437855638389e-5,1.0337379352165537e-4
52887,1024253,Apatorhamphus,Late Albian,Early Cenomanian,106.2,93.9,-3.76154449967749,17.3055334229798,29.088703409830742,9.460418701171896,3.358437855638389e-5,1.0337379352165537e-4
52887,1024254,Azhdarchidae,Late Albian,Early Cenomanian,106.2,93.9,-3.76154449967749,17.3055334229798,29.088703409830742,9.460418701171896,3.358437855638389e-5,1.0337379352165537e-4
127186,1038750,Moganopterus zhuiana,Late Barremian,Early Aptian,125.77,119.5,121.021675566529,42.8454125228757,16.053865051269547,42.35748291015628,2.701409963871509e-5,3.1523857614956796e-5
47146,1041805,Pterosauria,Late Kimmeridgian,NA,152.2,149.2,16.9174304224086,-29.724684243015,26.155117289225267,29.0789184570313,8.92919294415151e-6,2.3482526216866942e-5
28006,1053536,Europejara olcadesorum,Late Barremian,NA,125.77,121.4,8.40106805123056,30.2475670462075,21.159819539388025,18.046234130859403,3.4501993316856286e-5,4.23535457230173e-5
130288,1053537,Bellubrunnus rothgaengeri,Late Kimmeridgian,NA,152.2,149.2,19.4656018512818,41.1558047723058,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
53921,1073870,Ornithocheiridae,Early Barremian,NA,125.77,121.4,9.74928481502219,30.6356413670486,26.656938171386734,8.293212890625,3.2073905913421186e-5,5.29122862644726e-5
135703,1081121,Aerotitan sudamericanus,Late Campanian,Early Maastrichtian,83.6,66,-52.3401153640772,-42.4168842048852,19.82166188557944,20.7586059570313,8.673402855189728e-6,1.04411456050002e-5
135798,1081655,Guidraco venator,Aptian,NA,121.4,113,118.376587020382,44.5092784349509,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92421,1081670,Jianchangnathus robustus,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
135810,1081716,Pteraichnus,Early Aptian,NA,121.4,119.5,122.380006665205,40.1454876510186,24.144087727864594,14.0430908203125,3.987162259970016e-5,1.7993326764553704e-5
92293,1081718,Muzquizopteryx,Late Turonian,Early Coniacian,93.9,86.3,-71.193734628974,30.9589072435311,31.393111165364584,23.610534667968796,1.2050660226729328e-5,2.264277964059146e-5
90458,1091165,Parapsicephalus purdoni,Early Toarcian,NA,184.2,182.9,7.30840484800103,41.852735808412,21.877778625488283,40.292449951171825,1.1202976528087069e-5,1.098928123610679e-5
59887,1091391,Azhdarchidae,Late Campanian,Early Maastrichtian,83.6,66,2.48522388421063,34.1154312334226,22.455603535970077,13.4934387207032,4.585636073291728e-5,5.7283572459709803e-5
85284,1092812,Pteranodon,Late Santonian,NA,86.3,83.6,-67.7965833756837,42.1826122767759,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
137724,1093523,Pterosauria,Lancian,NA,72.1,66,-75.6437074490843,52.8996751563496,14.746697998046892,42.06744384765625,1.5050662151831287e-5,1.229306189998167e-5
13176,1093728,Pterosauria,Carnian,NA,237,227,5.0858223314359,23.4183682544701,35.339240010579445,27.5296936035157,2.151291672210694e-6,4.216010211166581e-6
55328,1093974,Pterosauria,Middle Albian,Late Albian,109.9,100.5,101.075178400357,48.6409463183197,11.577022806803402,44.970092773437486,1.4901002183857299e-5,1.603883993084306e-5
138218,1095163,Microtuban altivolans,Late Cenomanian,NA,100.5,93.9,29.852360814386,13.4980176496673,31.355332946777366,5.5442199707032,1.404546404160101e-5,4.4705016875923313e-5
138219,1095164,Aurorazhdarcho primordius,Early Tithonian,NA,149.2,146.3,18.8720039144172,41.0064779760692,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
91265,1096535,Dendrorhynchoides mutoudengensis,Late Bathonian,Early Kimmeridgian,168.2,152.2,122.527851523489,41.7374712651575,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
138830,1099008,Navajodactylus boerei,Late Campanian,NA,83.6,72.1,-78.4785448917723,43.1903976021803,14.054124450683613,19.65350341796875,3.758311610605839e-5,2.6200121283181997e-5
138831,1099009,Navajodactylus boerei,Late Campanian,NA,83.6,72.1,-78.4846586610037,43.1852072093927,14.054124450683613,19.65350341796875,3.758311610605839e-5,2.6200121283181997e-5
138892,1100052,Eurazhdarcho langendorfensis,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
93729,1100053,Azhdarchoidea,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
49304,1100870,Pterosauria,Late Kimmeridgian,NA,152.2,149.2,0.309657464360891,34.2743585476696,23.162578837076826,13.25146484375,2.29407802028921e-5,4.496109340834663e-5
79652,1108574,Pterodactyloidea,Early Tithonian,Late Tithonian,149.2,145,-31.8638818388558,-37.4837653884465,22.43622233072919,31.424011230468746,2.2223863519836113e-6,5.055205008375199e-6
106705,1108737,Pteranodontia,Early Maastrichtian,NA,72.1,66,1.50015483911146,-25.3446509381183,25.302293395996116,7.416748046875,2.531006432586007e-6,7.517998369621635e-6
80391,1111697,Azhdarchidae,Late Berriasian,NA,140.6,139.8,7.8369133770633,41.5297628823957,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
90306,1112328,Vectidraco daisymorrisae,Late Barremian,Early Aptian,125.77,119.5,9.66972528273948,40.6287866985723,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
141003,1112674,Azhdarchidae,Albian,NA,113,100.5,8.67218269163738,38.4421918025713,24.594158426920593,15.8816223144531,2.6553032815475792e-5,3.7011357562732896e-5
141173,1112902,Pterosauria,Cenomanian,NA,100.5,93.9,39.3716981568368,41.3602549425735,22.009212748209652,16.8702392578125,3.124453121472471e-5,6.133135457275789e-5
53148,1115482,Pterodactyloidea,Barremian,Aptian,125.77,113,87.3338013895746,55.8553710787391,12.870322163899763,46.74206542968753,1.4123085634309954e-5,2.5490697453278658e-5
38952,1116591,Pterosauria,Late Cenomanian,Early Turonian,100.5,89.8,-47.3617800336394,-52.227782830235,14.064564005533862,16.32833862304685,8.002207080911224e-5,2.37416970776394e-5
109800,1117088,Rhamphorhynchidae,Middle Callovian,NA,165.3,161.5,9.66734357596264,42.1027958676461,20.74217376708986,18.89453125,2.06661658618638e-5,2.972188849525991e-5
144583,1135128,Parapsicephalus purdoni,Early Toarcian,NA,184.2,182.9,7.55789749372279,41.8251075895657,21.877778625488283,40.292449951171825,1.1202976528087069e-5,1.098928123610679e-5
144648,1135617,Pterosauria,Tithonian,Berriasian,149.2,139.8,7.6942554066832,33.7429665832847,18.97500000000002,21.034881591796832,3.542692563011466e-5,4.92690978717292e-5
144647,1135618,Pterosauria,Berriasian,NA,145,139.8,7.93288713070882,33.3888194554056,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
65033,1135954,Pterosauria,Kimmeridgian,NA,154.8,149.2,10.4666636590435,42.3987477645536,20.105488077799492,31.696105957031197,2.9732920514409976e-5,3.0555967896361896e-5
67107,1135955,Pterosauria,Late Kimmeridgian,NA,152.2,149.2,10.4502964895785,42.3517518281471,20.105488077799492,31.696105957031197,2.9732920514409976e-5,3.0555967896361896e-5
94258,1145859,Nicorhynchus capito,Late Albian,NA,106.2,100.5,4.6566523955628,41.2248198580396,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94258,1145890,Osteornis diomedeus,Late Albian,NA,106.2,100.5,4.6566523955628,41.2248198580396,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
145956,1145915,Pteraichnus,Early Tithonian,NA,149.2,146.3,10.5626554245977,36.1263286896302,23.94187825520835,14.2559814453125,2.359342276273915e-5,3.25079254253069e-5
145956,1145916,Pteraichnus,Early Tithonian,NA,149.2,146.3,10.5626554245977,36.1263286896302,23.94187825520835,14.2559814453125,2.359342276273915e-5,3.25079254253069e-5
145956,1145917,Pteraichnus,Early Tithonian,NA,149.2,146.3,10.5626554245977,36.1263286896302,23.94187825520835,14.2559814453125,2.359342276273915e-5,3.25079254253069e-5
145956,1145931,Rhamphorhynchoidea,Early Tithonian,NA,149.2,146.3,10.5626554245977,36.1263286896302,23.94187825520835,14.2559814453125,2.359342276273915e-5,3.25079254253069e-5
149734,1164036,Pteraichnus,Late Campanian,Maastrichtian,83.6,66,-76.8236949028817,33.8394406322011,25.929114278157567,11.2898559570313,2.716361806657611e-5,4.56214702353464e-5
117200,1165717,Ornithocheiroidea,Kimmeridgian,NA,154.8,149.2,17.9680613437003,43.8717469898357,19.71026509602866,37.65042114257815,2.7293582130975366e-5,2.56297198575339e-5
117200,1165718,Rhamphorhynchus,Kimmeridgian,NA,154.8,149.2,17.9680613437003,43.8717469898357,19.71026509602866,37.65042114257815,2.7293582130975366e-5,2.56297198575339e-5
114920,1173136,Caupedactylus ybaka,Late Aptian,NA,119.5,113,-7.69765255962534,-8.71954781340274,31.931710815429692,9.103149414062496,3.937451615987352e-5,8.04827900906524e-5
87090,1180353,Lagerpetidae,Carnian,NA,237,227,-34.2185930082378,-44.6365168368988,26.735866800944038,46.060272216796854,3.313991263335462e-6,7.791086474639995e-6
80859,1189871,Pterosauria,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
153739,1190777,Pterosauria,Middle Tithonian,Late Tithonian,149.2,145,-31.8677777530325,-37.4673927672272,22.43622233072919,31.424011230468746,2.2223863519836113e-6,5.055205008375199e-6
154138,1192902,Cycnorhamphus suevicus,Late Kimmeridgian,NA,152.2,149.2,16.9264526029672,40.0200283310498,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
154138,1192903,Ardeadactylus longicollum,Late Kimmeridgian,NA,152.2,149.2,16.9264526029672,40.0200283310498,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
154138,1192904,Rhamphorhynchus muensteri,Late Kimmeridgian,NA,152.2,149.2,16.9264526029672,40.0200283310498,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
154138,1192905,Rhamphorhynchus muensteri,Late Kimmeridgian,NA,152.2,149.2,16.9264526029672,40.0200283310498,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
154192,1193159,Pterosauria,Albian,NA,113,100.5,-61.9576145002917,37.1147827575817,26.109783426920593,35.85040283203128,6.279560579969258e-6,1.057808526638833e-5
154193,1193168,Pterosauria,Albian,NA,113,100.5,-61.9576145002917,37.1147827575817,26.109783426920593,35.85040283203128,6.279560579969258e-6,1.057808526638833e-5
145956,1195294,Pterodactyloidea,Early Tithonian,NA,149.2,146.3,10.5626554245977,36.1263286896302,23.94187825520835,14.2559814453125,2.359342276273915e-5,3.25079254253069e-5
79523,1195716,Feilongus youngi,Aptian,NA,121.4,113,118.907227116062,45.1266786005897,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
154723,1196177,Scaphognathus crassirostris,Tithonian,NA,149.2,145,16.7779927147098,41.6464513354506,18.946038818359384,37.25854492187495,3.580750156591724e-5,3.0532646633219e-5
92421,1196178,Scaphognathus robustus,Late Bathonian,Early Kimmeridgian,168.2,152.2,123.16947764955,42.1174660432231,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
154937,1198037,Pterodactyloidea,Late Kimmeridgian,NA,152.2,149.2,19.4110150874313,41.0520352006933,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
88070,1200202,Nyctosaurus lamegoi,Maastrichtian,Late Maastrichtian,72.1,66,-18.9940062704262,-11.5353249173526,28.095974222819027,6.930419921875,2.1340857301765926e-5,9.277754770664613e-5
89996,1203756,Tapejaroidea,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
93870,1203831,Kryptodrakon progenitor,Oxfordian,NA,161.5,154.8,91.2847361722529,46.7853250068361,10.476182556152358,45.0630493164063,2.500075898600091e-5,2.9940090826130462e-5
91397,1204687,Pterosauria,Late Kimmeridgian,NA,152.2,149.2,0.398764282424277,34.1789963253962,23.162578837076826,13.25146484375,2.29407802028921e-5,4.496109340834663e-5
156015,1204720,Jianchangnathus robustus,Oxfordian,NA,161.5,154.8,123.161525532915,42.1161377432642,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
97813,1205123,Hatzegopteryx,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
52175,1209914,Pteraichnus,Early Jurassic,NA,201.4,174.7,-53.6172972843423,20.7617555819432,30.88974660237631,19.067138671875,1.4469961548968517e-6,4.8717324787617144e-6
92330,1211867,Volgadraco bogolubovi,Early Campanian,NA,83.6,72.1,40.6921324077109,42.0342759298921,20.22784576416017,26.63296508789058,4.187248850939796e-5,2.0325409423094202e-5
153887,1213342,Pterosauria,Early Berriasian,Middle Berriasian,145,140.6,7.6378237485029,33.7101813314614,18.97500000000002,21.034881591796832,3.542692563011466e-5,4.92690978717292e-5
68453,1213343,Pterosauria,Berriasian,NA,145,139.8,7.6502658966544,33.4662133403929,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
157706,1213344,Pterosauria,Early Berriasian,NA,145,142.7,7.7293146443895004,33.6194399902109,18.97500000000002,21.034881591796832,3.542692563011466e-5,4.92690978717292e-5
101506,1213345,Pterosauria,Berriasian,NA,145,139.8,7.82657715239467,33.4170051831989,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
157710,1213346,Pteraichnus,Middle Berriasian,Late Berriasian,142.7,139.8,7.92352999507785,33.3758266863551,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
101507,1213352,Pterosauria,Berriasian,NA,145,139.8,7.85388637535076,33.4005242403814,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
28196,1214534,Pterodactyloidea,Early Barremian,NA,125.77,121.4,10.0528073573323,30.347709756548,26.656938171386734,8.293212890625,3.2073905913421186e-5,5.29122862644726e-5
160057,1221869,Caiuajara dobruskii,Aptian,Campanian,121.4,72.1,-28.7449645643821,-33.7991474671251,31.020674641927084,29.267120361328104,4.948406375622951e-6,1.156477634367544e-5
135798,1224328,Pterosauria,Aptian,NA,121.4,113,118.376587020382,44.5092784349509,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
94253,1225207,Lonchodectes machaerorhynchus,Late Albian,NA,106.2,100.5,4.42362062010441,41.0443997461689,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94253,1225210,Pterosauria,Late Albian,NA,106.2,100.5,4.42362062010441,41.0443997461689,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
58103,1225230,Hamipterus tianshanensis,Early Barremian,Early Aptian,125.77,119.5,94.7447381719623,42.1940432063725,16.75159861246745,50.17172241210933,6.6936532903127954e-6,9.13272424440947e-6
92290,1237017,Thalassodrominae,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
92290,1237018,Azhdarchoidea,Late Aptian,NA,119.5,113,-7.95876173375629,-8.94403738987699,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
163915,1243969,Ornithocheiridae,Late Aptian,Early Albian,119.5,109.9,11.4335314200748,16.5738014365381,29.49799245198569,5.313446044921797,3.3554515359431506e-5,9.385696671415646e-5
163916,1243980,Anhangueridae,Early Cenomanian,NA,100.5,93.9,-4.81989397472157,19.0521027229785,33.71933898925782,9.355407714843697,2.0651496441814736e-5,5.9451730180626294e-5
155212,1243998,Anhangueridae,Early Cenomanian,NA,100.5,93.9,-4.35846984225883,18.2129014297403,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
144705,1244004,Anhangueridae,Early Cenomanian,NA,100.5,93.9,-4.4814918632038,19.0237005234012,33.71933898925782,9.355407714843697,2.0651496441814736e-5,5.9451730180626294e-5
99880,1244011,Anhangueridae,Early Cenomanian,NA,100.5,93.9,-4.37298703528263,19.1892204893581,33.71933898925782,9.355407714843697,2.0651496441814736e-5,5.9451730180626294e-5
